SURFACE;PLAYER;W;L;Ace_Pct;Df_Pct;1st_Serve_Pct;1st_Serve_Won_Pct;2nd_Serve_Won_Pct;Break_Pt_Saved_Pct;Break_Pt_Won_Pct;1st_Serve_Return_Won_Pct;2nd_Serve_Return_Won_Pct;bp_oppy;Games_Played;Rank;Points
Clay;Matthias Wunner;0;2;0.038;0.025;0.576;0.626;0.476;0.522;0.6;0.303;0.647;15;2;-;0
Carpet;Christopher Rungkat;0;1;0;0.071;0.661;0.486;0.267;0.538;0;0;0.4;0;1;-;0
Hard;Matteo Marfia;0;2;0.047;0.104;0.557;0.559;0.389;0.591;0;0.143;0.304;0;2;-;0
Clay;Matteo Marfia;1;4;0.054;0.047;0.535;0.65;0.488;0.406;0.333;0.27;0.607;30;5;-;0
Hard;Christopher Rungkat;12;18;0.031;0.038;0.634;0.625;0.574;0.584;0.464;0.302;0.618;194;30;-;0
Hard;Igor Zelenay;3;3;0.094;0.023;0.671;0.728;0.604;0.686;0.4;0.301;0.49;35;6;-;0
Clay;Igor Zelenay;3;2;0.079;0.057;0.601;0.727;0.48;0.564;0.381;0.335;0.543;42;5;-;0
Hard;Dragos Constantin Ignat;5;6;0.041;0.057;0.66;0.636;0.523;0.58;0.456;0.328;0.625;68;11;-;0
Carpet;Takuto Niki;2;2;0.123;0.04;0.583;0.676;0.526;0.6;0.4;0.28;0.438;15;4;-;0
Clay;Augusto Laranja;2;1;0.012;0.216;0.506;0.643;0.648;0.619;0.538;0.402;0.95;39;3;-;0
Hard;Takuto Niki;36;50;0.069;0.037;0.609;0.693;0.554;0.566;0.414;0.309;0.57;527;86;-;0
Clay;Roberto Maytin;0;3;0;0.135;0.611;0.637;0.489;0.517;0.429;0.27;0.405;7;3;-;0
Hard;Roberto Maytin;0;3;0.033;0.1;0.593;0.539;0.435;0.391;0.2;0.255;0.394;10;3;-;0
Hard;Tucker Vorster;11;20;0.067;0.044;0.623;0.687;0.561;0.538;0.388;0.245;0.547;152;31;-;0
Clay;Tucker Vorster;1;1;0.054;0.007;0.685;0.706;0.63;0.571;0.25;0.281;0.424;12;2;-;0
Carpet;Tucker Vorster;2;1;0.175;0.018;0.668;0.758;0.543;0.75;0.6;0.182;0.403;5;3;-;0
Hard;Clement Tabur;1;2;0.047;0.024;0.618;0.657;0.525;0.529;0.353;0.24;0.655;17;3;-;0
Clay;Egor Kovalev;0;2;0.011;0.126;0.529;0.652;0.533;0.273;0.133;0.255;0.403;15;2;-;0
Hard;Egor Kovalev;0;2;0.017;0.222;0.504;0.61;0.5;0.353;0.6;0.224;0.514;5;2;-;0
Hard;Zhao Cai;0;2;0.047;0.019;0.604;0.609;0.375;0.467;0.5;0.192;0.609;4;2;-;0
Hard;Anvit Bendre;1;4;0.052;0.06;0.441;0.64;0.484;0.592;0.35;0.235;0.486;20;5;-;0
Clay;Pietro Fanucci;1;1;0.089;0.057;0.582;0.652;0.667;0.688;0.3;0.333;0.479;20;2;-;0
Hard;Keita Koyama;0;1;0;0;0.692;0.407;0.167;0.4;1;0.222;0.286;1;1;-;0
Clay;Kai Breitbach;1;3;0.026;0.107;0.548;0.601;0.516;0.472;0.5;0.254;0.511;12;4;-;0
Clay;Goncalo Falcao;2;4;0.011;0.068;0.654;0.622;0.512;0.597;0.32;0.331;0.606;50;6;-;0
Hard;Matthew Kandath;1;3;0.044;0.033;0.648;0.686;0.488;0.621;0.278;0.276;0.5;18;4;-;0
Hard;Dekel Bar;3;5;0.06;0.088;0.568;0.658;0.593;0.554;0.474;0.274;0.559;38;8;-;0
Clay;Dekel Bar;0;1;0.019;0.13;0.537;0.552;0.444;0.375;0;0.24;0.313;7;1;-;0
Clay;Cayetano March;0;1;0.104;0.042;0.615;0.542;0.636;0.5;0.4;0.217;0.719;5;1;-;0
Clay;Stephan Hoiss;1;2;0.014;0.014;0.563;0.598;0.398;0.529;0.407;0.321;0.849;27;3;-;0
Hard;Lucas Poullain;0;1;0;0.034;0.534;0.516;0.6;0.429;0.429;0.313;0.56;7;1;-;0
Hard;Jacob Fearnley;0;1;0.121;0.052;0.621;0.556;0.474;0.6;0;0.129;0.556;0;1;-;0
Hard;Joran Vliegen;0;1;0.059;0.02;0.745;0.579;0.333;0.429;0;0.226;0.385;0;1;-;0
Clay;Joran Vliegen;1;1;0.065;0.032;0.621;0.675;0.558;0.692;0.333;0.25;0.457;6;2;-;0
Hard;Nutthanon Kadchapanan;0;1;0.019;0.075;0.642;0.647;0.467;0.5;0;0.161;0.333;1;1;-;0
Hard;Fernando Cabrera;0;1;0.028;0.083;0.611;0.455;0.091;0.25;0.5;0.316;0.154;2;1;-;0
Hard;Moerani Bouzige;1;2;0.079;0.089;0.522;0.717;0.494;0.368;0.563;0.27;0.75;16;3;-;0
Hard;Vishal Punna;0;1;0;0.018;0.614;0.514;0.429;0.286;0;0.2;0.267;0;1;-;0
Clay;Victor Mugurel Anagnastopol;0;2;0.048;0.105;0.645;0.675;0.355;0.6;0.5;0.107;0.45;2;2;-;0
Clay;Miki Jankovic;10;15;0.057;0.019;0.632;0.689;0.515;0.588;0.462;0.267;0.545;119;25;-;0
Hard;Miki Jankovic;5;9;0.085;0.036;0.59;0.71;0.513;0.692;0.295;0.254;0.533;78;14;-;0
Clay;Siyu Liu;0;1;0.094;0;0.736;0.59;0.571;0.333;0.667;0.371;0.211;3;1;-;0
Hard;Siyu Liu;0;4;0.117;0.045;0.594;0.709;0.521;0.565;0.182;0.181;0.4;11;4;-;0
Clay;Juan Samuel Arauzo Martinez;2;1;0.083;0.088;0.658;0.732;0.612;0.588;0.471;0.289;0.639;17;3;-;0
Clay;Javier Pulgar Garcia;0;1;0.014;0.041;0.554;0.585;0.467;0.733;0.25;0.189;0.615;4;1;-;0
Hard;Javier Pulgar Garcia;0;1;0.008;0.049;0.549;0.672;0.612;0.769;0.222;0.282;0.48;9;1;-;0
Hard;Davide Pontoglio;1;2;0.03;0.02;0.658;0.647;0.508;0.591;0.5;0.297;0.617;16;3;-;0
Clay;Davide Pontoglio;2;2;0.031;0.074;0.652;0.623;0.586;0.625;0.342;0.419;0.639;38;4;-;0
Clay;Damon Gooch;1;1;0.017;0.067;0.605;0.569;0.436;0.565;0.455;0.347;0.645;11;2;-;0
Hard;Damon Gooch;8;10;0.038;0.067;0.63;0.667;0.557;0.566;0.45;0.319;0.587;140;18;-;0
Grass;Eric Quigley;0;1;0.152;0.022;0.696;0.781;0.538;0.5;0;0.189;0.524;2;1;-;0
Clay;Eric Quigley;0;2;0.062;0.068;0.519;0.714;0.522;0.5;0.375;0.267;0.463;8;2;-;0
Clay;Bowen Ouyang;2;4;0.069;0.029;0.713;0.647;0.522;0.429;0.429;0.287;0.465;21;6;-;0
Hard;Bowen Ouyang;4;9;0.111;0.031;0.575;0.718;0.526;0.62;0.365;0.222;0.506;52;13;-;0
Hard;Eric Quigley;37;39;0.076;0.045;0.572;0.726;0.553;0.63;0.394;0.284;0.583;523;76;-;0
Clay;Maxime Tabatruong;6;11;0.04;0.054;0.569;0.641;0.544;0.57;0.438;0.317;0.576;128;17;-;0
Hard;Maxime Tabatruong;12;17;0.068;0.035;0.554;0.696;0.544;0.626;0.438;0.294;0.534;153;29;-;0
Clay;Tyler Lu;0;2;0.019;0.087;0.673;0.6;0.44;0.385;0.25;0.173;0.4;4;2;-;0
Hard;Tyler Lu;1;4;0.032;0.087;0.51;0.667;0.635;0.485;0.391;0.279;0.509;23;5;-;0
Clay;Tom Schonenberg;2;5;0.065;0.032;0.56;0.642;0.542;0.477;0.415;0.322;0.541;41;7;-;0
Clay;Pavel Staubert;0;1;0;0;0.649;0.333;0.231;0.333;0;0.321;0.4;3;1;-;0
Hard;Pavel Staubert;0;1;0.041;0.014;0.644;0.745;0.68;0;0.2;0.174;0.321;5;1;-;0
Clay;Sebastian Prechtel;0;3;0.042;0.052;0.582;0.677;0.41;0.478;0.615;0.345;0.552;13;3;-;0
Hard;Sebastian Prechtel;2;2;0.081;0.058;0.598;0.671;0.506;0.606;0.64;0.301;0.705;25;4;-;0
Clay;Alexis Klegou;0;1;0.053;0.035;0.575;0.677;0.591;0.727;0.375;0.246;0.531;8;1;-;0
Hard;Warit Sornbutnark;0;4;0.033;0.042;0.551;0.525;0.46;0.419;0.4;0.164;0.609;10;4;-;0
Hard;Alexander Perfilov;0;1;0;0.094;0.594;0.605;0.4;0.545;0.5;0.351;0.526;4;1;-;0
Clay;Carlos De La Pena;2;1;0.022;0.072;0.626;0.678;0.619;0.438;0.389;0.356;0.848;36;3;-;0
Hard;Raony Carvalho;0;1;0;0.021;0.681;0.469;0.571;0.333;0;0.148;0.5;1;1;-;0
Clay;Nicolas Barrientos;16;28;0.032;0.05;0.674;0.648;0.538;0.599;0.413;0.3;0.566;293;44;-;0
Hard;Nicolas Barrientos;26;30;0.037;0.057;0.664;0.671;0.61;0.604;0.364;0.292;0.565;401;56;-;0
Hard;Jacob Dunbar;0;1;0.046;0.046;0.62;0.642;0.472;0.667;0.2;0.25;0.545;5;1;-;0
Hard;Gauthier Onclin;0;1;0;0.06;0.582;0.744;0.5;0.25;0.333;0.282;0.37;3;1;-;0
Hard;Kyle Seelig;2;4;0.018;0.03;0.701;0.616;0.593;0.644;0.406;0.247;0.579;32;6;-;0
Hard;Kaza Vinayak Sharma;3;7;0.059;0.031;0.601;0.73;0.511;0.558;0.381;0.247;0.555;42;10;-;0
Hard;Lev Kazakov;0;1;0.055;0.055;0.604;0.782;0.226;0.5;0.364;0.288;0.675;11;1;-;0
Clay;Francisco Bahamonde;7;7;0.029;0.03;0.601;0.681;0.524;0.544;0.459;0.34;0.592;109;14;-;0
Grass;Lennart Zynga;1;1;0.115;0.069;0.6;0.756;0.512;0.571;0.429;0.301;0.608;14;2;-;0
Hard;Jeffrey Schorsch;1;1;0.04;0.016;0.589;0.616;0.531;0.615;0.364;0.351;0.591;11;2;-;0
Hard;Gonzales Austin;12;5;0.045;0.027;0.591;0.701;0.582;0.644;0.5;0.329;0.639;114;17;-;0
Hard;Elmar Ejupovic;1;3;0.142;0.031;0.691;0.764;0.475;0.429;0.3;0.204;0.516;20;4;-;0
Clay;Elmar Ejupovic;6;8;0.083;0.042;0.62;0.732;0.558;0.59;0.384;0.317;0.584;112;14;-;0
Hard;Lionel Mansour;0;1;0;0.15;0.45;0.556;0.375;0.375;0;0.174;0.385;0;1;-;0
Clay;Oscar Torres;0;2;0.018;0.063;0.586;0.431;0.513;0.565;0.077;0.254;0.516;13;2;-;0
Clay;Sergio Martos Gornes;0;1;0.076;0.03;0.606;0.675;0.292;0.667;1;0.325;0.5;2;1;-;0
Clay;Kirill Dmitriev;0;2;0.025;0.038;0.625;0.61;0.611;0.667;0.188;0.282;0.434;16;2;-;0
Hard;Sergio Martos Gornes;1;4;0.058;0.095;0.526;0.628;0.613;0.448;0.303;0.338;0.432;33;5;-;0
Hard;Hugo Schott;1;3;0.022;0.052;0.664;0.612;0.508;0.5;0.28;0.234;0.58;25;4;-;0
Hard;Kirill Dmitriev;1;3;0.031;0.035;0.631;0.578;0.576;0.559;0.45;0.299;0.577;20;4;-;0
Hard;Peng Xiang Gong;0;1;0.014;0.041;0.589;0.581;0.63;0.375;0.667;0.393;0.455;6;1;-;0
Hard;Singekrawee Wattanakul;1;1;0.065;0.081;0.431;0.736;0.483;0.385;0.35;0.272;0.639;20;2;-;0
Hard;Emil Reinberg;3;4;0.056;0.032;0.51;0.668;0.526;0.5;0.409;0.307;0.554;44;7;-;0
Clay;Vladimir Ivanov;13;13;0.055;0.047;0.581;0.701;0.527;0.529;0.477;0.32;0.59;172;26;-;0
Hard;Vladimir Ivanov;7;12;0.073;0.035;0.601;0.74;0.528;0.615;0.368;0.257;0.565;95;19;-;0
Hard;Shunrou Takeshima;3;3;0.013;0.035;0.616;0.627;0.513;0.636;0.529;0.286;0.529;34;6;-;0
Clay;Mohamed Nazim Saber;0;1;0.038;0.096;0.346;0.556;0.483;0.375;0.333;0.212;0.667;3;1;-;0
Clay;Josko Topic;0;1;0.103;0.078;0.638;0.716;0.455;0.833;0.25;0.333;0.548;16;1;-;0
Grass;Michal Konecny;1;3;0.094;0.052;0.591;0.645;0.636;0.629;0.292;0.238;0.578;24;4;-;0
Hard;Wen Chun Liang;1;1;0.006;0.019;0.688;0.491;0.532;0.52;0.4;0.398;0.5;15;2;-;0
Clay;Tristan Samuel Weissborn;2;3;0.028;0.06;0.62;0.643;0.554;0.515;0.6;0.377;0.72;35;5;-;0
Clay;Michal Konecny;3;12;0.055;0.056;0.582;0.667;0.503;0.574;0.311;0.281;0.461;74;15;-;0
Hard;Michal Konecny;7;20;0.057;0.066;0.591;0.695;0.573;0.579;0.415;0.291;0.493;123;27;-;0
Hard;Tristan Samuel Weissborn;1;9;0.034;0.071;0.612;0.63;0.557;0.616;0.317;0.234;0.579;60;10;-;0
Hard;Gergely Madarasz;1;1;0.067;0.026;0.749;0.726;0.545;0.833;0.5;0.136;0.672;4;2;-;0
Hard;Thien Nguyen Hoang;1;5;0.039;0.062;0.532;0.639;0.517;0.529;0.5;0.303;0.533;40;6;-;0
Hard;Benjamin Pietri;1;2;0.047;0.035;0.624;0.604;0.638;0.4;0.444;0.234;0.621;9;3;-;0
Hard;Romain Bauvy;0;1;0.075;0.038;0.642;0.559;0.647;0.25;0;0.225;0.435;4;1;-;0
Clay;Edoardo Lavagno;0;2;0.014;0.035;0.594;0.6;0.491;0.429;0.25;0.337;0.5;16;2;-;0
Clay;Samuel Bensoussan;2;3;0.032;0.025;0.604;0.573;0.467;0.457;0.5;0.338;0.563;28;5;-;0
Clay;Jurabek Karimov;1;5;0.075;0.073;0.553;0.677;0.576;0.566;0.303;0.25;0.537;33;6;-;0
Hard;Jurabek Karimov;6;21;0.058;0.06;0.584;0.647;0.549;0.457;0.355;0.283;0.514;155;27;-;0
Hard;Fred Simonsson;2;2;0.119;0.066;0.535;0.762;0.639;0.273;0.407;0.32;0.566;27;4;-;0
Clay;Fred Simonsson;9;10;0.077;0.073;0.586;0.705;0.577;0.619;0.491;0.301;0.524;114;19;-;0
Clay;Cristopher Kohl;1;2;0.014;0.057;0.576;0.496;0.532;0.516;0.467;0.376;0.523;15;3;-;0
Clay;Matias Rodolfo Buchhass;0;2;0.009;0.07;0.658;0.547;0.355;0.526;0.444;0.333;0.5;9;2;-;0
Clay;Christoph Negritu;1;1;0.036;0.022;0.529;0.589;0.532;0.667;0.6;0.424;0.468;10;2;-;0
Hard;Christoph Negritu;1;1;0.106;0.049;0.512;0.698;0.519;0.789;0.462;0.308;0.643;13;2;-;0
Hard;Chaleechan Tanasugarn;1;7;0.027;0.058;0.6;0.533;0.519;0.439;0.286;0.267;0.558;42;8;-;0
Hard;Woo Hyeok Jang;2;3;0.03;0.078;0.601;0.596;0.505;0.45;0.409;0.395;0.604;44;5;-;0
Hard;Soren Hess Olesen;0;2;0.023;0.042;0.589;0.596;0.52;0.707;0.385;0.256;0.474;13;2;-;0
Clay;Soren Hess Olesen;1;1;0.048;0.01;0.733;0.61;0.519;0.375;0.727;0.254;1.083;11;2;-;0
Carpet;Soren Hess Olesen;1;1;0.032;0.027;0.638;0.667;0.603;0.556;0.474;0.266;0.721;19;2;-;0
Clay;David Perez Sanz;3;12;0.034;0.039;0.584;0.645;0.497;0.53;0.352;0.28;0.468;71;15;-;0
Hard;David Perez Sanz;3;14;0.072;0.054;0.53;0.702;0.481;0.585;0.42;0.29;0.572;88;17;-;0
Hard;Mick Lescure;11;10;0.054;0.069;0.488;0.729;0.552;0.574;0.5;0.333;0.604;152;21;-;0
Clay;Omar Giacalone;10;19;0.016;0.054;0.572;0.641;0.543;0.543;0.386;0.328;0.56;220;29;-;0
Clay;Oliver Hudson;0;1;0;0.103;0.586;0.618;0.5;0.429;0;0.095;0.353;0;1;-;0
Clay;Julius Tverijonas;0;2;0.019;0.026;0.561;0.586;0.453;0.45;0.444;0.241;0.509;9;2;-;0
Clay;Wilson Leite;2;19;0.022;0.037;0.603;0.558;0.497;0.466;0.367;0.25;0.519;79;21;-;0
Clay;Giacomo Miccini;0;1;0;0.058;0.654;0.5;0.667;0.625;0;0.239;0.167;4;1;-;0
Grass;Anil Yuksel;0;1;0;0.022;0.652;0.7;0.533;0.25;0.5;0.279;0.529;2;1;-;0
Grass;Jarmere Jenkins;0;1;0.025;0.075;0.6;0.375;0.308;0.25;0.667;0.208;0.6;3;1;-;0
Hard;Giacomo Miccini;0;3;0.048;0.024;0.606;0.61;0.361;0.538;0;0.216;0.442;7;3;-;0
Hard;Wilson Leite;0;3;0.009;0.018;0.661;0.573;0.479;0.639;0.571;0.195;0.41;7;3;-;0
Clay;Francesco Picco;0;5;0.031;0.044;0.587;0.615;0.444;0.545;0.353;0.347;0.542;34;5;-;0
Clay;Jarmere Jenkins;0;5;0.031;0.055;0.574;0.587;0.435;0.512;0.2;0.196;0.419;5;5;-;0
Clay;Tomislav Jotovski;1;0;0.029;0.147;0.382;0.923;0.813;0;0.6;0.722;1.333;10;1;-;0
Clay;Anil Yuksel;1;3;0.02;0.049;0.538;0.594;0.48;0.433;0.692;0.278;0.618;13;4;-;0
Hard;Spencer Papa;1;2;0.065;0.04;0.629;0.614;0.566;0.483;0.467;0.354;0.598;30;3;-;0
Hard;Taisei Ichikawa;1;1;0.056;0.028;0.65;0.677;0.63;0.583;0.273;0.264;0.4;11;2;-;0
Hard;Anil Yuksel;3;12;0.028;0.03;0.58;0.634;0.523;0.479;0.362;0.221;0.59;69;15;-;0
Carpet;Sho Katayama;3;2;0.061;0.032;0.647;0.723;0.65;0.667;0.214;0.226;0.508;28;5;-;0
Hard;Jarmere Jenkins;17;16;0.046;0.038;0.63;0.68;0.582;0.615;0.369;0.284;0.598;236;33;-;0
Hard;Sho Katayama;4;5;0.034;0.041;0.669;0.672;0.578;0.489;0.396;0.263;0.505;48;9;-;0
Clay;Alexandr Kushakov;0;2;0.024;0.06;0.398;0.576;0.467;0.3;0;0.1;0.394;1;2;-;0
Hard;Alexandr Kushakov;0;2;0.045;0.026;0.581;0.767;0.541;0.545;0.5;0.21;0.438;6;2;-;0
Hard;Adam Lee;1;1;0.048;0.077;0.654;0.632;0.679;0.538;0.5;0.292;0.6;6;2;-;0
Clay;Tomas Farjat;0;1;0.047;0.047;0.641;0.61;0.55;0.667;0;0.194;0.278;2;1;-;0
Clay;Mateo Galdon;0;1;0;0.152;0.364;0.5;0.313;0;0;0.174;0.563;3;1;-;0
Hard;Omar Awadhy;0;3;0;0.05;0.671;0.528;0.422;0.423;0.25;0.269;0.518;12;3;-;0
Hard;Max Wennakoski;2;1;0.039;0.011;0.528;0.702;0.61;0.533;0.389;0.285;0.63;18;3;-;0
Hard;Garrett Johns;0;1;0.019;0.057;0.453;0.667;0.423;0.5;0;0.185;0.471;2;1;-;0
Clay;Lucian Gheorghe;0;3;0.023;0.127;0.503;0.598;0.469;0.375;0.357;0.269;0.667;14;3;-;0
Hard;Duje Kekez;0;1;0.11;0.049;0.585;0.625;0.7;0.818;0.333;0.167;0.48;3;1;-;0
Clay;Duje Kekez;3;5;0.05;0.051;0.609;0.657;0.518;0.648;0.282;0.252;0.512;39;8;-;0
Grass;Andrey Yakovlev;0;1;0;0.225;0.475;0.474;0.25;0.455;0;0;0.8;0;1;-;0
Hard;Nick Hardt;0;1;0.053;0.053;0.561;0.5;0.545;0.333;1;0.08;0.478;1;1;-;0
Clay;Alexander Rumyantsev;0;1;0.011;0.086;0.731;0.574;0.471;0.364;0.714;0.352;0.739;7;1;-;0
Clay;Nick Hardt;0;2;0.013;0.04;0.467;0.571;0.189;0.5;0;0.146;0.25;2;2;-;0
Hard;Andrey Yakovlev;0;6;0.007;0.138;0.571;0.497;0.438;0.304;0.125;0.157;0.488;8;6;-;0
Clay;Andrey Yakovlev;0;12;0.006;0.139;0.514;0.445;0.4;0.298;0.3;0.231;0.5;30;12;-;0
Hard;Juan Ignacio Batalla;1;2;0.004;0.045;0.595;0.646;0.472;0.676;0.389;0.262;0.604;18;3;-;0
Hard;Garvit Batra;0;1;0.016;0.125;0.563;0.667;0.45;0.636;0.5;0.222;0.423;2;1;-;0
Hard;Ralph Regus;0;1;0.047;0.078;0.438;0.714;0.452;0.6;0.4;0.182;0.536;5;1;-;0
Clay;Filipe Brandao;1;2;0.053;0.035;0.579;0.616;0.606;0.5;0.529;0.363;0.537;17;3;-;0
Hard;Hiromasa Oku;1;1;0.067;0.042;0.617;0.608;0.439;0.533;0.455;0.354;0.667;11;2;-;0
Clay;Marlon Vankan;0;1;0.017;0.138;0.552;0.688;0.444;0.429;0.5;0.237;0.733;2;1;-;0
Hard;Marlon Vankan;1;1;0.102;0.034;0.545;0.563;0.676;0.375;0.5;0.269;0.423;4;2;-;0
Hard;Gengo Kikuchi;3;5;0.067;0.019;0.672;0.667;0.509;0.623;0.375;0.27;0.572;40;8;-;0
Clay;Victor Girat Magin;0;1;0.059;0.206;0.441;0.4;0.25;0.333;0;0.167;0.25;0;1;-;0
Carpet;Edward Corrie;0;1;0.053;0.053;0.544;0.645;0.391;0.429;0.5;0.24;0.444;2;1;-;0
Hard;Spencer Newman;0;1;0;0.109;0.752;0.474;0.643;0.357;0.625;0.411;0.548;8;1;-;0
Clay;Mateo Andres Ruiz Naranjo;0;2;0;0.054;0.522;0.458;0.462;0.444;0;0.029;0.226;0;2;-;0
Hard;David Pel;0;4;0.116;0.108;0.625;0.724;0.468;0.455;0.25;0.157;0.303;4;4;-;0
Clay;Henrique Cunha;1;4;0.031;0.05;0.566;0.698;0.577;0.629;0.346;0.289;0.465;26;5;-;0
Hard;Mateo Andres Ruiz Naranjo;1;1;0.101;0.058;0.734;0.657;0.586;0.647;0.636;0.451;0.457;11;2;-;0
Clay;David Pel;2;3;0.036;0.094;0.574;0.648;0.663;0.567;0.476;0.276;0.671;21;5;-;0
Grass;Edward Corrie;9;12;0.076;0.027;0.659;0.713;0.581;0.633;0.319;0.287;0.593;163;21;-;0
Hard;Edward Corrie;44;51;0.07;0.034;0.601;0.702;0.556;0.602;0.37;0.284;0.561;603;95;-;0
Hard;Henrique Cunha;13;20;0.045;0.055;0.594;0.683;0.521;0.547;0.386;0.264;0.528;176;33;-;0
Hard;Antso Rakotondramanga;1;1;0.117;0.025;0.619;0.738;0.6;0.6;0.444;0.256;0.493;9;2;-;0
Hard;Chandril Sood;2;4;0.038;0.074;0.549;0.645;0.508;0.556;0.383;0.306;0.642;47;6;-;0
Hard;Joffrey De Schepper;5;11;0.078;0.037;0.627;0.699;0.496;0.617;0.477;0.272;0.533;65;16;-;0
Clay;Alexander Pavlioutchenkov;0;1;0;0.045;0.727;0.5;0.5;0.5;0.5;0.176;0.563;4;1;-;0
Clay;Scott Puodziunas;0;2;0.036;0.027;0.679;0.579;0.424;0.556;0;0.22;0.25;1;2;-;0
Hard;Alexander Pavlioutchenkov;0;5;0.044;0.095;0.633;0.683;0.475;0.414;0.417;0.227;0.37;12;5;-;0
Hard;Scott Puodziunas;10;11;0.06;0.037;0.69;0.677;0.556;0.603;0.432;0.312;0.563;111;21;-;0
Clay;Alessandro Ingarao;0;1;0;0.063;0.582;0.652;0.5;0.769;0.333;0.143;0.316;3;1;-;0
Hard;Hunter Reese;0;2;0;0.033;0.692;0.46;0.4;0.286;1;0.164;0.478;1;2;-;0
Clay;Hunter Reese;0;3;0.027;0.048;0.629;0.496;0.467;0.516;0.429;0.237;0.469;7;3;-;0
Hard;Vincent Thierry Schneider;0;1;0.048;0.063;0.603;0.632;0.714;0.6;0;0.114;0.412;0;1;-;0
Clay;Anton Zaitsev;1;5;0.023;0.054;0.624;0.59;0.511;0.567;0.583;0.306;0.542;24;6;-;0
Hard;Anton Zaitsev;15;13;0.024;0.027;0.669;0.687;0.558;0.57;0.455;0.31;0.589;176;28;-;0
Hard;Yang Lu;0;1;0;0.018;0.655;0.528;0.389;0.556;0.333;0.324;0.25;3;1;-;0
Hard;Francesco Borgo;0;2;0.04;0.045;0.588;0.635;0.569;0.652;0.3;0.263;0.45;10;2;-;0
Hard;Becker O'Shaughnessey;1;1;0.031;0.052;0.656;0.651;0.714;0.333;0.308;0.246;0.678;13;2;-;0
Clay;Ryan Nijboer;0;1;0.037;0;0.611;0.697;0.524;0.5;0;0.194;0.333;0;1;-;0
Clay;Luca Potenza;0;2;0;0.05;0.587;0.535;0.545;0.636;0.25;0.174;0.468;4;2;-;0
Hard;Emilio Nava;1;1;0.098;0.067;0.567;0.763;0.6;0.556;0.364;0.255;0.623;11;2;-;0
Carpet;Blake Mott;0;1;0.061;0.049;0.695;0.684;0.571;0.75;0;0.176;0.222;1;1;-;0
Grass;Blake Mott;0;1;0.03;0.045;0.667;0.636;0.632;0.75;0;0.108;0.385;1;1;-;0
Hard;Blake Mott;20;26;0.045;0.051;0.666;0.668;0.544;0.565;0.414;0.319;0.568;314;46;-;0
Clay;Blake Mott;4;5;0.036;0.07;0.593;0.658;0.596;0.603;0.424;0.318;0.63;66;9;-;0
Hard;Simen Sunde Bratholm;1;2;0.036;0.036;0.631;0.653;0.604;0.625;0.13;0.234;0.478;23;3;-;0
Clay;Quentin Robert;0;1;0;0.136;0.477;0.524;0.529;0.286;1;0.172;0.636;1;1;-;0
Hard;Marvin Moeller;1;2;0.021;0.027;0.572;0.673;0.533;0.556;0.438;0.283;0.582;16;3;-;0
Hard;Quentin Robert;2;4;0.052;0.108;0.511;0.7;0.531;0.63;0.379;0.304;0.5;29;6;-;0
Clay;Marvin Moeller;3;5;0.046;0.056;0.501;0.631;0.498;0.582;0.44;0.352;0.557;50;8;-;0
Clay;Dmitry Surchenko;0;6;0.031;0.126;0.55;0.538;0.484;0.4;0.545;0.26;0.545;22;6;-;0
Hard;Batyr Sapaev;1;7;0.01;0.052;0.639;0.61;0.563;0.57;0.413;0.284;0.718;63;8;-;0
Hard;Kaito Itsusaki;1;4;0.044;0.007;0.57;0.629;0.429;0.487;0.231;0.176;0.391;13;5;-;0
Hard;Fredrik Ask;1;2;0.069;0.073;0.589;0.698;0.548;0.75;0.25;0.207;0.39;8;3;-;0
Clay;Fredrik Ask;1;1;0.027;0.107;0.64;0.833;0.684;0.4;0.455;0.286;0.564;11;2;-;0
Clay;Batyr Sapaev;1;1;0.009;0.093;0.491;0.491;0.578;0.474;0.727;0.433;0.737;11;2;-;0
Clay;Andrei Stefan Apostol;2;4;0.039;0.02;0.58;0.65;0.516;0.526;0.591;0.357;0.489;22;6;-;0
Clay;Caio Silva;2;5;0.016;0.042;0.685;0.586;0.509;0.5;0.324;0.295;0.569;37;7;-;0
Hard;Tyler Hochwalt;2;7;0.041;0.066;0.588;0.66;0.492;0.591;0.469;0.235;0.554;49;9;-;0
Hard;Caio Silva;2;1;0.032;0.048;0.794;0.733;0.667;0.8;0.333;0.192;0.718;24;3;-;0
Hard;Dmitry Surchenko;4;7;0.036;0.098;0.505;0.689;0.488;0.506;0.477;0.275;0.608;44;11;-;0
Carpet;Keisuke Watanuki;0;1;0.074;0.019;0.611;0.727;0.5;0.333;0;0.263;0.364;3;1;-;0
Clay;Sharobiddin Abzalov;1;3;0.039;0.091;0.597;0.696;0.583;0.542;0.462;0.229;0.487;13;4;-;0
Hard;David Nguyen;1;1;0.117;0.051;0.569;0.731;0.635;0.375;0.389;0.353;0.619;18;2;-;0
Hard;Sharobiddin Abzalov;2;10;0.07;0.1;0.581;0.637;0.523;0.551;0.423;0.301;0.516;52;12;-;0
Hard;Chayanon Kaewsuto;1;5;0.028;0.09;0.54;0.588;0.448;0.483;0.571;0.269;0.661;28;6;-;0
Clay;Jakub Filipsky;0;1;0;0.096;0.5;0.577;0.381;0.444;0;0.12;0.545;0;1;-;0
Hard;Daniel Nolan;8;9;0.022;0.045;0.647;0.644;0.592;0.609;0.4;0.319;0.596;105;17;-;0
